timestamp,reference_price,strategy,price,spread,rank,uptime_pct,rolling_mean,rolling_std,rolling_median,rolling_mad,alert_1,alert_1_score,alert_2,alert_2_score
2017-05-08T09:30:04.599999,103.123282,STRATEGY1,103.233106,0.10982400000000325,2,1.0,0.10982400000000325,,0.10982400000000325,,False,,False,
2017-05-08T09:30:04.599999,103.123282,STRATEGY2,103.155176,0.031893999999994094,1,1.0,0.031893999999994094,,0.031893999999994094,,False,,False,
2017-05-08T09:30:04.599999,103.123282,STRATEGY3,103.300034,0.17675199999999336,3,1.0,0.17675199999999336,,0.17675199999999336,,False,,False,
2017-05-08T09:30:09.900000,103.137083,STRATEGY1,103.216766,0.07968300000000283,1,1.0,0.09475350000000304,0.015070500000000209,0.09475350000000304,0.015070500000000209,False,,False,
2017-05-08T09:30:09.900000,103.137083,STRATEGY2,103.237113,0.10002999999998963,2,1.0,0.06596199999999186,0.03406799999999777,0.06596199999999186,0.03406799999999777,False,,False,
2017-05-08T09:30:09.900000,103.137083,STRATEGY3,103.325323,0.1882399999999933,3,1.0,0.18249599999999333,0.005743999999999971,0.18249599999999333,0.005743999999999971,False,,False,
2017-05-08T09:30:14.900000,103.111976,STRATEGY1,103.220269,0.1082930000000033,2,1.0,0.09926666666666979,0.013861841876973926,0.1082930000000033,0.001530999999999949,False,0.8984108025613,False,0.8984108025613
2017-05-08T09:30:14.900000,103.111976,STRATEGY2,103.168531,0.05655500000000302,1,1.0,0.06282633333332892,0.028167662787117086,0.05655500000000302,0.024661000000008926,False,0.27612422214363797,False,0.27612422214363797
2017-05-08T09:30:14.900000,103.111976,STRATEGY3,103.233088,0.12111199999999656,3,1.0,0.16203466666666108,0.029314297095822273,0.17675199999999336,0.011487999999999943,True,10.686629526461887,True,10.686629526461887
2017-05-08T09:30:19.899999,103.067059,STRATEGY1,103.231871,0.16481199999999774,3,1.0,0.11565300000000178,0.03081637154987381,0.10905850000000328,0.015070500000000209,True,4.7284721550753,True,36.91639451338754
2017-05-08T09:30:19.899999,103.067059,STRATEGY2,103.22861,0.1615510000000029,1,1.0,0.0875074999999974,0.04921933445557913,0.07829249999999632,0.03406799999999777,True,3.5048938001283947,True,4.25757268561542
2017-05-08T09:30:19.899999,103.067059,STRATEGY3,103.231407,0.16434800000000394,2,1.0,0.1626129999999968,0.025406680597825887,0.17054999999999865,0.011945999999994683,False,0.07891484915299364,False,1.079735376043653
2017-05-08T09:30:24.800000,103.10311,STRATEGY1,103.224365,0.121255000000005,2,1.0,0.11677340000000243,0.027653936230488115,0.10982400000000325,0.011431000000001745,False,0.1817864893969373,False,0.8092963073555324
2017-05-08T09:30:24.800000,103.10311,STRATEGY2,103.209271,0.10616100000000017,1,1.0,0.09123819999999797,0.044650943969418426,0.10002999999998963,0.04347499999998661,False,0.37898724568975445,False,0.8180257132794903
2017-05-08T09:30:24.800000,103.10311,STRATEGY3,103.311816,0.2087059999999923,3,1.0,0.1718315999999959,0.029263114650356126,0.17675199999999336,0.012403999999989423,False,1.8142078742840493,False,3.194039845974437
2017-05-08T09:30:30,103.105856,STRATEGY1,103.227975,0.12211899999999787,2,1.0,0.11766433333333501,0.025322959974868685,0.11553950000000413,0.006912999999997282,False,0.19330340373396768,False,1.075583938412452
2017-05-08T09:30:30,103.105856,STRATEGY2,103.199554,0.09369800000000339,1,1.0,0.09164816666666553,0.04077085594480873,0.09686399999999651,0.024802999999998576,False,0.055089540809935604,False,0.14564692351899225
2017-05-08T09:30:30,103.105856,STRATEGY3,103.238781,0.13292500000000018,3,1.0,0.16534716666666327,0.030394861585561057,0.17054999999999865,0.02765749999999656,False,1.3295440510985466,True,3.5332957110634107
2017-05-08T09:30:35,103.109962,STRATEGY1,103.211124,0.1011620000000022,1,1.0,0.11530685714285889,0.02414520644190834,0.10982400000000325,0.011431000000001745,False,0.651674739039601,False,2.0797772313044383
2017-05-08T09:30:35,103.109962,STRATEGY2,103.242345,0.13238300000000436,3,1.0,0.09746742857142822,0.04034822734593608,0.10002999999998963,0.03235300000001473,False,0.9991164617314223,False,1.4320445107450668
2017-05-08T09:30:35,103.109962,STRATEGY3,103.240962,0.13100000000000023,2,1.0,0.16044042857142568,0.030599442039061595,0.16434800000000394,0.031423000000003753,False,1.1300320144566642,False,1.4299918647745942
2017-05-08T09:30:39.500000,103.07204,STRATEGY1,103.170038,0.09799800000000403,1,1.0,0.11314325000000203,0.0232999032387996,0.10905850000000328,0.011628500000000486,False,0.7168651543526352,False,1.0345551570289055
2017-05-08T09:30:39.500000,103.07204,STRATEGY2,103.211317,0.13927699999999277,2,1.0,0.10269362499999879,0.040195446539184665,0.1030954999999949,0.03273450000000366,False,1.036218297029489,False,1.213086885296117
2017-05-08T09:30:39.500000,103.07204,STRATEGY3,,,,0.875,0.16044042857142568,0.030599442039061595,0.16434800000000394,0.031423000000003753,False,,False,
2017-05-08T09:30:45,103.133766,STRATEGY1,103.211191,0.07742500000000518,2,1.0,0.10917455555555794,0.024669194668252896,0.1082930000000033,0.012962000000001694,False,1.532978469220331,False,2.7203422625443325
2017-05-08T09:30:45,103.133766,STRATEGY2,103.202267,0.06850100000001191,1,1.0,0.09889444444444469,0.03939066870355923,0.10002999999998963,0.03235300000001473,False,0.8506591652528125,False,1.0568207854092506
2017-05-08T09:30:45,103.133766,STRATEGY3,103.242091,0.10832500000000778,3,0.8889,0.15392599999999845,0.033411817950386155,0.14863650000000206,0.0278199999999984,False,1.703149636025721,False,1.7828660535273355
2017-05-08T09:30:49.700000,103.206462,STRATEGY1,,,,0.9,0.10917455555555794,0.024669194668252896,0.1082930000000033,0.012962000000001694,False,,False,
2017-05-08T09:30:49.700000,103.206462,STRATEGY2,103.246248,0.03978599999999233,2,1.0,0.09298359999999944,0.041363087907457616,0.09686399999999651,0.03791400000000067,False,1.5005697133319162,False,1.862083887119274
2017-05-08T09:30:49.700000,103.206462,STRATEGY3,103.240385,0.03392300000000148,1,0.9,0.14059233333333213,0.049138620970562374,0.13292500000000018,0.031423000000003753,True,3.5916333609321023,True,4.123418404026139
2017-05-08T09:30:54.899999,103.10742,STRATEGY1,103.229055,0.12163499999999772,1,0.9091,0.11042060000000192,0.023699913287603156,0.10905850000000328,0.01238649999999808,False,0.505101387054004,False,1.0293164635081522
2017-05-08T09:30:54.899999,103.10742,STRATEGY2,103.262489,0.15506899999999746,3,1.0,0.09862772727272653,0.04328891250674437,0.10002999999998963,0.03924700000000314,False,1.5009856164245474,False,1.5351848921242792
2017-05-08T09:30:54.899999,103.10742,STRATEGY3,103.255038,0.14761799999999425,2,0.9091,0.14129489999999834,0.04666461253551482,0.14027149999999722,0.02801149999999808,False,0.14297647202738994,False,0.46758743595431107
2017-05-08T09:31:00,103.136039,STRATEGY1,103.181268,0.04522900000000618,1,0.9167,0.10449409090909322,0.029357428979124415,0.1082930000000033,0.013341999999994414,False,2.750710486105275,True,5.153150607516812
2017-05-08T09:31:00,103.136039,STRATEGY2,103.245913,0.10987400000000491,2,1.0,0.09956491666666639,0.041562370971145304,0.1030954999999949,0.03538799999999043,False,0.25979568614772247,False,0.2508217188578617
2017-05-08T09:31:00,103.136039,STRATEGY3,103.250467,0.11442800000000375,3,0.9167,0.13885245454545336,0.04515837786836687,0.13292500000000018,0.024599999999992406,False,0.5757446283208099,False,0.9226032165358956
2017-05-08T09:31:05,103.120279,STRATEGY1,103.24858,0.12830100000000755,2,0.9231,0.10647800000000274,0.028867489176117037,0.10905850000000328,0.012818499999994515,False,0.8109330387154486,False,1.4996252435926114
2017-05-08T09:31:05,103.120279,STRATEGY2,103.201059,0.08078000000000429,1,1.0,0.09811992307692316,0.040244347122320244,0.10002999999998963,0.03235300000001473,False,0.45196932291720165,False,0.630595116988715
2017-05-08T09:31:05,103.120279,STRATEGY3,103.262225,0.14194600000000435,3,0.9231,0.13911024999999927,0.043244308421501204,0.13743550000000226,0.024960000000000093,False,0.06850435291472218,False,0.3667073170734532
2017-05-08T09:31:10,103.132155,STRATEGY1,103.245645,0.11348999999999876,3,0.9286,0.10701738461538704,0.027797854309938943,0.10982400000000325,0.011825999999999226,False,0.24290300958343355,False,0.34571127667023266
2017-05-08T09:31:10,103.132155,STRATEGY2,103.236567,0.1044119999999964,2,1.0,0.09856935714285696,0.038814264256855954,0.10222099999999301,0.03194099999999622,False,0.1563468505017326,False,0.13544339010307466
2017-05-08T09:31:10,103.132155,STRATEGY3,103.147544,0.015388999999998987,1,0.9286,0.12959323076923002,0.05303868886613648,0.13292500000000018,0.024599999999992406,False,2.8609834337987863,True,4.889683493589857
2017-05-08T09:31:14.900000,103.141702,STRATEGY1,103.166701,0.02499900000000821,1,0.9333,0.10115892857143141,0.0341131347440568,0.10905850000000328,0.012818499999994515,False,2.9505293358579006,True,7.1727549467276
2017-05-08T09:31:14.900000,103.141702,STRATEGY2,103.216461,0.07475900000000024,2,1.0,0.09698199999999985,0.0379655959205176,0.10002999999998963,0.031528999999977714,False,0.6134434749372063,False,0.8597727059264274
2017-05-08T09:31:14.900000,103.141702,STRATEGY3,103.283518,0.14181600000000572,3,0.9333,0.13046628571428542,0.051206206135343726,0.13737050000000295,0.024960000000000093,False,0.23045006375675225,False,0.3614227642279788
2017-05-08T09:31:19.800000,103.070042,STRATEGY1,103.23279,0.16274799999999345,2,0.9375,0.10526486666666889,0.03636134969417402,0.10982400000000325,0.012294999999994616,False,1.8054357035977795,True,4.188438584858848
2017-05-08T09:31:19.800000,103.070042,STRATEGY2,103.259001,0.188958999999997,3,1.0,0.10273056249999966,0.04297661435299533,0.10222099999999301,0.03194099999999622,False,2.422640755924244,False,2.820546163851382
2017-05-08T09:31:19.800000,103.070042,STRATEGY3,103.139372,0.06932999999999367,1,0.9375,0.12639053333333264,0.0517671238810446,0.13292500000000018,0.024599999999992406,False,1.19392336063136,False,2.725981570513182
2017-05-08T09:31:24.600000,103.087576,STRATEGY1,103.229766,0.14218999999999937,1,0.9412,0.10757268750000204,0.03632360213538342,0.111657000000001,0.01515150000000176,False,1.0155050250856557,False,2.632452216348946
2017-05-08T09:31:24.600000,103.087576,STRATEGY2,103.285303,0.19772700000000043,3,1.0,0.10831858823529383,0.0473070761403418,0.1044119999999964,0.03486499999999637,False,2.2104216195285242,False,2.990075451614499
2017-05-08T09:31:24.600000,103.087576,STRATEGY3,103.231625,0.14404899999999543,2,0.9412,0.12749418749999905,0.050305230424153774,0.13737050000000295,0.024960000000000093,False,0.34111353582710313,False,0.45219512195116596
2017-05-08T09:31:30,103.128312,STRATEGY1,103.247167,0.11885500000001059,2,0.9444,0.10823635294117902,0.03533892042683345,0.11348999999999876,0.01481100000000879,False,0.3106055522235297,False,0.47506847506905253
2017-05-08T09:31:30,103.128312,STRATEGY2,103.199917,0.07160500000000525,1,1.0,0.10627894444444447,0.04673703956947972,0.10222099999999301,0.03216799999998443,False,0.7760696967695397,False,0.9409723218125502
2017-05-08T09:31:30,103.128312,STRATEGY3,103.250701,0.12238900000001252,3,0.9444,0.12719388235294102,0.04881802292172454,0.13292500000000018,0.018496999999996433,False,0.10148422851742486,False,0.6002203525637171
2017-05-08T09:31:34.899999,103.099619,STRATEGY1,103.246608,0.1469889999999907,2,0.9474,0.11038927777777967,0.035471901372469,0.11617250000000467,0.016592500000001564,False,1.0965996298343663,False,2.2617649044610135
2017-05-08T09:31:34.899999,103.099619,STRATEGY2,103.23436,0.13474099999999112,1,1.0,0.10777694736842061,0.045932311745222894,0.1044119999999964,0.03280699999999115,False,0.6089828499563968,False,1.010942551604509
